file,index,spike_time_s,spike_time_mmss,peak_x_noise_floor,interval_from_prev_s
260828_184328,15,332.80,5:32,210.7,14.60
260828_184328,16,345.88,5:45,154.1,13.08
260828_184328,17,348.19,5:48,28.8,2.31
260828_184328,18,371.73,6:11,121.4,23.54
260828_184328,19,386.33,6:26,56.8,14.60
260828_184328,20,399.45,6:39,94.1,13.12
260828_184328,21,425.51,7:05,93.0,26.06
260828_184328,22,453.49,7:33,104.9,27.98
260828_184328,23,479.57,7:59,155.7,26.08
260828_184328,24,496.25,8:16,48.2,16.68
260828_184328,25,507.88,8:27,53.0,11.63
260828_184328,26,534.04,8:54,118.6,26.16
260828_184328,27,561.53,9:21,117.9,27.49
260828_184328,28,587.25,9:47,142.1,25.72
260828_184328,29,588.52,9:48,31.2,1.27
260828_184328,30,606.69,10:06,52.9,18.17
260828_184328,31,616.27,10:16,164.0,9.58
260828_184328,32,643.65,10:43,179.3,27.38
260829_002536,1,63.25,1:03,187.5,
260829_002536,2,90.65,1:30,225.5,27.40
260829_002536,3,94.68,1:34,135.3,4.03
260829_002536,4,98.28,1:38,47.5,3.60
260829_002536,5,102.04,1:42,22.4,3.76
260829_002536,6,118.25,1:58,231.6,16.21
260829_002536,7,128.99,2:08,22.1,10.74
260829_002536,8,130.04,2:10,787.5,1.05
260829_002536,9,144.38,2:24,217.1,14.34
260829_002536,10,172.22,2:52,288.1,27.84
260829_002536,11,201.23,3:21,159.7,29.01
260829_002536,12,206.78,3:26,98.5,5.55
260829_002536,13,227.89,3:47,189.5,21.11
260829_002536,14,255.05,4:15,262.5,27.16
260829_002536,15,281.59,4:41,134.2,26.54
260829_002536,16,310.51,5:10,302.5,28.92
260829_002536,17,320.17,5:20,100.0,9.66
260829_002536,18,336.60,5:36,169.5,16.43
260829_002536,19,365.22,6:05,239.2,28.62
260829_002536,20,391.73,6:31,292.3,26.51
260829_002536,21,396.51,6:36,86.4,4.78
260829_002536,22,413.99,6:53,21.3,17.48
260829_002536,23,420.47,7:00,347.8,6.48
260829_002536,24,434.89,7:14,98.9,14.42
260829_002536,25,440.42,7:20,64.8,5.53
260829_002536,26,442.88,7:22,638.4,2.46
260829_002536,27,446.67,7:26,186.6,3.79
260829_002536,28,476.07,7:56,157.7,29.40
260829_002536,29,502.87,8:22,207.9,26.80
260829_002536,30,531.15,8:51,379.7,28.28
260829_002536,31,550.02,9:10,145.4,18.87
260829_002536,32,559.37,9:19,163.3,9.35
260829_002536,33,564.01,9:24,57.9,4.64
260829_002536,34,587.89,9:47,240.6,23.88
260829_002536,35,614.56,10:14,150.2,26.67
260829_002536,36,642.82,10:42,218.8,28.26
260829_035407,1,72.84,1:12,84.3,
260829_035407,2,77.83,1:17,43.5,4.99
260829_035407,3,86.15,1:26,34.0,8.32
260829_035407,4,100.05,1:40,109.9,13.90
260829_035407,5,128.24,2:08,21.1,28.19
260829_035407,6,129.53,2:09,78.3,1.29
260829_035407,7,154.38,2:34,69.1,24.85
260829_035407,8,183.84,3:03,88.4,29.46
260829_035407,9,188.28,3:08,63.9,4.44
260829_035407,10,211.44,3:31,79.1,23.16
260829_035407,11,225.58,3:45,22.3,14.14
260829_035407,12,239.84,3:59,55.7,14.26
260829_035407,13,265.30,4:25,123.1,25.46
260829_035407,14,294.17,4:54,74.1,28.87
260829_035407,15,298.40,4:58,35.3,4.23
260829_035407,16,322.09,5:22,92.2,23.69
260829_035407,17,350.03,5:50,109.8,27.94
260829_035407,18,365.42,6:05,38.7,15.39
260829_035407,19,375.14,6:15,132.7,9.72
260829_035407,20,402.66,6:42,92.9,27.52
260829_035407,21,408.47,6:48,61.2,5.81
260829_035407,22,430.90,7:10,116.2,22.43
260829_035407,23,457.08,7:37,91.2,26.18
260829_035407,24,458.53,7:38,70.7,1.45
260829_035407,25,485.58,8:05,86.8,27.05
260829_035407,26,507.86,8:27,32.0,22.28
260829_035407,27,513.01,8:33,76.5,5.15
260829_035407,28,518.79,8:38,46.8,5.78
260829_035407,29,520.11,8:40,21.1,1.32
260829_035407,30,521.16,8:41,23.1,1.05
260829_035407,31,540.19,9:00,81.1,19.03
260829_035407,32,568.15,9:28,74.1,27.96
260829_035407,33,595.01,9:55,103.1,26.86
260829_035407,34,623.86,10:23,81.7,28.85
260829_035407,35,629.61,10:29,54.9,5.75
260829_035407,36,642.75,10:42,33.8,13.14
260829_035407,37,650.64,10:50,85.0,7.89
260829_162614,1,60.12,1:00,43.1,
260829_162614,2,62.58,1:02,11.3,2.46
260829_162614,3,82.42,1:22,23.3,19.84
260829_162614,4,96.45,1:36,28.6,14.03
260829_162614,5,120.51,2:00,24.8,24.06
260829_162614,6,127.70,2:07,23.8,7.19
260829_162614,7,167.38,2:47,18.5,39.68
260829_162614,8,171.63,2:51,30.2,4.25
260829_162614,9,172.84,2:52,12.8,1.21
260829_162614,10,206.18,3:26,31.3,33.34
260829_162614,11,213.61,3:33,31.0,7.43
260829_162614,12,215.17,3:35,24.5,1.56
260829_162614,13,258.62,4:18,25.2,43.45
260829_162614,14,291.19,4:51,22.2,32.57
260829_162614,15,303.36,5:03,21.4,12.17
260829_162614,16,326.40,5:26,30.7,23.04
260829_162614,17,349.28,5:49,21.6,22.88
260829_162614,18,378.77,6:18,23.8,29.49
260829_162614,19,386.03,6:26,19.1,7.26
260829_162614,20,395.84,6:35,20.9,9.81
260829_162614,21,440.69,7:20,20.5,44.85
260829_162614,22,441.79,7:21,27.2,1.10
260829_162614,23,467.09,7:47,30.5,25.30
260829_162614,24,484.00,8:04,18.8,16.91
260829_162614,25,526.69,8:46,31.1,42.69
260829_162614,26,552.49,9:12,24.6,25.80
260829_162614,27,559.01,9:19,32.0,6.52
260829_162614,28,563.40,9:23,18.5,4.39
260829_162614,29,570.53,9:30,27.8,7.13
260829_162614,30,615.22,10:15,25.4,44.69
260829_162614,31,636.67,10:36,27.9,21.45
260829_162614,32,659.58,10:59,19.2,22.91
260829_171651,1,77.57,1:17,141.7,
260829_171651,2,114.47,1:54,170.8,36.90
260829_171651,3,122.30,2:02,149.7,7.83
260829_171651,4,149.13,2:29,478.2,26.83
260829_171651,5,166.95,2:46,135.5,17.82
260829_171651,6,198.64,3:18,187.2,31.69
260829_171651,7,202.87,3:22,181.1,4.23
260829_171651,8,209.80,3:29,125.4,6.93
260829_171651,9,252.35,4:12,154.9,42.55
260829_171651,10,263.33,4:23,386.0,10.98
260829_171651,11,292.05,4:52,157.1,28.72
260829_171651,12,293.68,4:53,162.6,1.63
260829_171651,13,336.03,5:36,145.0,42.35
260829_171651,14,367.36,6:07,185.0,31.33
260829_171651,15,380.34,6:20,390.2,12.98
260829_171651,16,424.34,7:04,184.0,44.00
260829_171651,17,463.41,7:43,180.2,39.07
260829_171651,18,469.04,7:49,183.6,5.63
260829_171651,19,492.81,8:12,405.5,23.77
260829_171651,20,513.66,8:33,138.3,20.85
260829_171651,21,535.98,8:55,158.6,22.32
260829_171651,22,550.66,9:10,138.1,14.68
260829_171651,23,557.73,9:17,173.0,7.07
260829_171651,24,602.27,10:02,149.8,44.54
260829_171651,25,606.17,10:06,337.1,3.90
260829_171651,26,638.92,10:38,165.7,32.75
260829_171651,27,644.24,10:44,132.3,5.32
260829_213356,1,60.42,1:00,103.3,
260829_213356,2,102.92,1:42,86.4,42.50
260829_213356,3,135.10,2:15,75.8,32.18
260829_213356,4,146.86,2:26,297.0,11.76
260829_213356,5,166.22,2:46,74.1,19.36
260829_213356,6,191.30,3:11,72.1,25.08
260829_213356,7,218.64,3:38,107.3,27.34
260829_213356,8,235.66,3:55,79.2,17.02
260829_213356,9,255.83,4:15,348.3,20.17
260829_213356,10,280.33,4:40,76.9,24.50
260829_213356,11,305.74,5:05,95.8,25.41
260829_213356,12,322.84,5:22,67.6,17.10
260829_213356,13,333.09,5:33,75.3,10.25
260829_213356,14,364.53,6:04,105.8,31.44
260829_213356,15,367.17,6:07,280.2,2.64
260829_213356,16,393.39,6:33,101.4,26.22
260829_213356,17,406.21,6:46,75.4,12.82
260829_213356,18,448.10,7:28,61.1,41.89
260829_213356,19,479.59,7:59,83.6,31.49
260829_213356,20,481.22,8:01,358.2,1.63
260829_213356,21,491.04,8:11,91.4,9.82
260829_213356,22,499.93,8:19,105.3,8.89
260829_213356,23,533.62,8:53,77.4,33.69
260829_213356,24,562.48,9:22,83.5,28.86
260829_213356,25,576.66,9:36,77.9,14.18
260829_213356,26,591.05,9:51,280.5,14.39
260829_213356,27,618.55,10:18,40.6,27.50
260829_213356,28,619.70,10:19,85.6,1.15
260829_213356,29,648.99,10:48,106.8,29.29
