file,index,spike_time_s,spike_time_mmss,peak_x_noise_floor,interval_from_prev_s
260828_184328,25,606.69,10:06,52.9,19.44
260828_184328,26,616.27,10:16,164.0,9.58
260828_184328,27,643.65,10:43,179.3,27.38
260829_002536,1,63.25,1:03,187.5,
260829_002536,2,90.65,1:30,225.5,27.40
260829_002536,3,94.68,1:34,135.3,4.03
260829_002536,4,118.25,1:58,231.6,23.57
260829_002536,5,130.04,2:10,787.5,11.79
260829_002536,6,144.38,2:24,217.1,14.34
260829_002536,7,172.22,2:52,288.1,27.84
260829_002536,8,201.23,3:21,159.7,29.01
260829_002536,9,227.89,3:47,189.5,26.66
260829_002536,10,255.05,4:15,262.5,27.16
260829_002536,11,281.59,4:41,134.2,26.54
260829_002536,12,310.51,5:10,302.5,28.92
260829_002536,13,336.60,5:36,169.5,26.09
260829_002536,14,365.22,6:05,239.2,28.62
260829_002536,15,391.73,6:31,292.3,26.51
260829_002536,16,420.47,7:00,347.8,28.74
260829_002536,17,442.88,7:22,638.4,22.41
260829_002536,18,446.67,7:26,186.6,3.79
260829_002536,19,476.07,7:56,157.7,29.40
260829_002536,20,502.87,8:22,207.9,26.80
260829_002536,21,531.15,8:51,379.7,28.28
260829_002536,22,550.02,9:10,145.4,18.87
260829_002536,23,559.37,9:19,163.3,9.35
260829_002536,24,587.89,9:47,240.6,28.52
260829_002536,25,614.56,10:14,150.2,26.67
260829_002536,26,642.82,10:42,218.8,28.26
260829_035407,1,72.84,1:12,84.3,
260829_035407,2,77.83,1:17,43.5,4.99
260829_035407,3,100.05,1:40,109.9,22.22
260829_035407,4,129.53,2:09,78.3,29.48
260829_035407,5,154.38,2:34,69.1,24.85
260829_035407,6,183.84,3:03,88.4,29.46
260829_035407,7,188.28,3:08,63.9,4.44
260829_035407,8,211.44,3:31,79.1,23.16
260829_035407,9,239.84,3:59,55.7,28.40
260829_035407,10,265.30,4:25,123.1,25.46
260829_035407,11,294.17,4:54,74.1,28.87
260829_035407,12,322.09,5:22,92.2,27.92
260829_035407,13,350.03,5:50,109.8,27.94
260829_035407,14,365.42,6:05,38.7,15.39
260829_035407,15,375.14,6:15,132.7,9.72
260829_035407,16,402.66,6:42,92.9,27.52
260829_035407,17,408.47,6:48,61.2,5.81
260829_035407,18,430.90,7:10,116.2,22.43
260829_035407,19,457.08,7:37,91.2,26.18
260829_035407,20,458.53,7:38,70.7,1.45
260829_035407,21,485.58,8:05,86.8,27.05
260829_035407,22,513.01,8:33,76.5,27.43
260829_035407,23,518.79,8:38,46.8,5.78
260829_035407,24,540.19,9:00,81.1,21.40
260829_035407,25,568.15,9:28,74.1,27.96
260829_035407,26,595.01,9:55,103.1,26.86
260829_035407,27,623.86,10:23,81.7,28.85
260829_035407,28,629.61,10:29,54.9,5.75
260829_035407,29,650.64,10:50,85.0,21.03
260829_162614,1,60.12,1:00,43.1,
260829_162614,2,62.58,1:02,11.3,2.46
260829_162614,3,82.42,1:22,23.3,19.84
260829_162614,4,96.45,1:36,28.6,14.03
260829_162614,5,120.51,2:00,24.8,24.06
260829_162614,6,127.70,2:07,23.8,7.19
260829_162614,7,167.38,2:47,18.5,39.68
260829_162614,8,171.63,2:51,30.2,4.25
260829_162614,9,172.84,2:52,12.8,1.21
260829_162614,10,206.18,3:26,31.3,33.34
260829_162614,11,213.61,3:33,31.0,7.43
260829_162614,12,215.17,3:35,24.5,1.56
260829_162614,13,258.62,4:18,25.2,43.45
260829_162614,14,291.19,4:51,22.2,32.57
260829_162614,15,303.36,5:03,21.4,12.17
260829_162614,16,326.40,5:26,30.7,23.04
260829_162614,17,349.28,5:49,21.6,22.88
260829_162614,18,378.77,6:18,23.8,29.49
260829_162614,19,386.03,6:26,19.1,7.26
260829_162614,20,395.84,6:35,20.9,9.81
260829_162614,21,440.69,7:20,20.5,44.85
260829_162614,22,441.79,7:21,27.2,1.10
260829_162614,23,467.09,7:47,30.5,25.30
260829_162614,24,484.00,8:04,18.8,16.91
260829_162614,25,526.69,8:46,31.1,42.69
260829_162614,26,552.49,9:12,24.6,25.80
260829_162614,27,559.01,9:19,32.0,6.52
260829_162614,28,563.40,9:23,18.5,4.39
260829_162614,29,570.53,9:30,27.8,7.13
260829_162614,30,615.22,10:15,25.4,44.69
260829_162614,31,636.67,10:36,27.9,21.45
260829_162614,32,659.58,10:59,19.2,22.91
260829_171651,1,77.57,1:17,141.7,
260829_171651,2,114.47,1:54,170.8,36.90
260829_171651,3,122.30,2:02,149.7,7.83
260829_171651,4,149.13,2:29,478.2,26.83
260829_171651,5,166.95,2:46,135.5,17.82
260829_171651,6,198.64,3:18,187.2,31.69
260829_171651,7,202.87,3:22,181.1,4.23
260829_171651,8,209.80,3:29,125.4,6.93
260829_171651,9,252.35,4:12,154.9,42.55
260829_171651,10,263.33,4:23,386.0,10.98
260829_171651,11,292.05,4:52,157.1,28.72
260829_171651,12,293.68,4:53,162.6,1.63
260829_171651,13,336.03,5:36,145.0,42.35
260829_171651,14,367.36,6:07,185.0,31.33
260829_171651,15,380.34,6:20,390.2,12.98
260829_171651,16,424.34,7:04,184.0,44.00
260829_171651,17,463.41,7:43,180.2,39.07
260829_171651,18,469.04,7:49,183.6,5.63
260829_171651,19,492.81,8:12,405.5,23.77
260829_171651,20,513.66,8:33,138.3,20.85
260829_171651,21,535.98,8:55,158.6,22.32
260829_171651,22,550.66,9:10,138.1,14.68
260829_171651,23,557.73,9:17,173.0,7.07
260829_171651,24,602.27,10:02,149.8,44.54
260829_171651,25,606.17,10:06,337.1,3.90
260829_171651,26,638.92,10:38,165.7,32.75
260829_171651,27,644.24,10:44,132.3,5.32
