file,index,spike_time_s,spike_time_mmss,peak_x_noise_floor,interval_from_prev_s
260828_184328,10,234.00,3:54,66.3,26.00
260828_184328,11,262.00,4:22,95.3,28.00
260828_184328,12,275.00,4:35,56.2,13.00
260828_184328,13,290.00,4:50,107.8,15.00
260828_184328,14,318.00,5:18,109.5,28.00
260828_184328,15,332.00,5:32,210.7,14.00
260828_184328,16,345.00,5:45,154.1,13.00
260828_184328,17,348.00,5:48,28.8,3.00
260828_184328,18,362.00,6:02,7.5,14.00
260828_184328,19,371.00,6:11,121.4,9.00
260828_184328,20,386.00,6:26,56.8,15.00
260828_184328,21,399.00,6:39,94.1,13.00
260828_184328,22,425.00,7:05,93.0,26.00
260828_184328,23,453.00,7:33,104.9,28.00
260828_184328,24,458.00,7:38,10.8,5.00
260828_184328,25,479.00,7:59,155.7,21.00
260828_184328,26,496.00,8:16,48.2,17.00
260828_184328,27,507.00,8:27,53.0,11.00
260828_184328,28,533.00,8:53,1.8,26.00
260828_184328,29,561.00,9:21,117.9,28.00
260828_184328,30,587.00,9:47,142.1,26.00
260828_184328,31,588.00,9:48,142.1,1.00
260828_184328,32,606.00,10:06,52.9,18.00
260828_184328,33,616.00,10:16,164.0,10.00
260828_184328,34,643.00,10:43,179.3,27.00
260828_184328,35,660.00,11:00,1.7,17.00
260829_002536,1,63.00,1:03,187.5,
260829_002536,2,90.00,1:30,225.5,27.00
260829_002536,3,94.00,1:34,135.3,4.00
260829_002536,4,98.00,1:38,47.5,4.00
260829_002536,5,102.00,1:42,22.4,4.00
260829_002536,6,118.00,1:58,231.6,16.00
260829_002536,7,130.00,2:10,787.5,12.00
260829_002536,8,131.00,2:11,787.5,1.00
260829_002536,9,144.00,2:24,217.1,13.00
260829_002536,10,172.00,2:52,288.1,28.00
260829_002536,11,201.00,3:21,159.7,29.00
260829_002536,12,206.00,3:26,98.5,5.00
260829_002536,13,227.00,3:47,189.5,21.00
260829_002536,14,255.00,4:15,262.5,28.00
260829_002536,15,281.00,4:41,134.2,26.00
260829_002536,16,310.00,5:10,302.5,29.00
260829_002536,17,320.00,5:20,100.0,10.00
260829_002536,18,336.00,5:36,169.5,16.00
260829_002536,19,365.00,6:05,239.2,29.00
260829_002536,20,391.00,6:31,292.3,26.00
260829_002536,21,396.00,6:36,86.4,5.00
260829_002536,22,420.00,7:00,347.8,24.00
260829_002536,23,434.00,7:14,98.9,14.00
260829_002536,24,440.00,7:20,64.8,6.00
260829_002536,25,442.00,7:22,638.4,2.00
260829_002536,26,446.00,7:26,186.6,4.00
260829_002536,27,476.00,7:56,157.7,30.00
260829_002536,28,502.00,8:22,207.9,26.00
260829_002536,29,531.00,8:51,379.7,29.00
260829_002536,30,550.00,9:10,145.4,19.00
260829_002536,31,559.00,9:19,163.3,9.00
260829_002536,32,563.00,9:23,22.8,4.00
260829_002536,33,587.00,9:47,240.6,24.00
260829_002536,34,614.00,10:14,150.2,27.00
260829_002536,35,642.00,10:42,218.8,28.00
260829_035407,1,72.84,1:12,84.3,
260829_035407,2,77.83,1:17,43.5,4.99
260829_035407,3,86.15,1:26,34.0,8.32
260829_035407,4,100.05,1:40,109.9,13.90
260829_035407,5,128.24,2:08,21.1,28.19
260829_035407,6,129.53,2:09,78.3,1.29
260829_035407,7,154.38,2:34,69.1,24.85
260829_035407,8,183.84,3:03,88.4,29.46
260829_035407,9,188.28,3:08,63.9,4.44
260829_035407,10,211.44,3:31,79.1,23.16
260829_035407,11,225.58,3:45,22.3,14.14
260829_035407,12,239.84,3:59,55.7,14.26
260829_035407,13,265.30,4:25,123.1,25.46
260829_035407,14,294.17,4:54,74.1,28.87
260829_035407,15,298.40,4:58,35.3,4.23
260829_035407,16,322.09,5:22,92.2,23.69
260829_035407,17,350.03,5:50,109.8,27.94
260829_035407,18,365.42,6:05,38.7,15.39
260829_035407,19,375.14,6:15,132.7,9.72
260829_035407,20,402.66,6:42,92.9,27.52
260829_035407,21,408.47,6:48,61.2,5.81
260829_035407,22,430.90,7:10,116.2,22.43
260829_035407,23,457.08,7:37,91.2,26.18
260829_035407,24,458.53,7:38,70.7,1.45
260829_035407,25,485.58,8:05,86.8,27.05
260829_035407,26,507.86,8:27,32.0,22.28
260829_035407,27,513.01,8:33,76.5,5.15
260829_035407,28,518.79,8:38,46.8,5.78
260829_035407,29,520.11,8:40,21.1,1.32
260829_035407,30,521.16,8:41,23.1,1.05
260829_035407,31,540.19,9:00,81.1,19.03
260829_035407,32,568.15,9:28,74.1,27.96
260829_035407,33,595.01,9:55,103.1,26.86
260829_035407,34,623.86,10:23,81.7,28.85
260829_035407,35,629.61,10:29,54.9,5.75
260829_035407,36,642.75,10:42,33.8,13.14
260829_035407,37,650.64,10:50,85.0,7.89
260829_162614,1,60.12,1:00,43.1,
260829_162614,2,62.58,1:02,11.3,2.46
260829_162614,3,82.42,1:22,23.3,19.84
260829_162614,4,96.45,1:36,28.6,14.03
260829_162614,5,120.51,2:00,24.8,24.06
260829_162614,6,127.70,2:07,23.8,7.19
260829_162614,7,167.38,2:47,18.5,39.68
260829_162614,8,171.63,2:51,30.2,4.25
260829_162614,9,172.84,2:52,12.8,1.21
260829_162614,10,206.18,3:26,31.3,33.34
260829_162614,11,213.61,3:33,31.0,7.43
260829_162614,12,215.17,3:35,24.5,1.56
260829_162614,13,258.62,4:18,25.2,43.45
260829_162614,14,291.19,4:51,22.2,32.57
260829_162614,15,303.36,5:03,21.4,12.17
260829_162614,16,326.40,5:26,30.7,23.04
260829_162614,17,349.28,5:49,21.6,22.88
260829_162614,18,378.77,6:18,23.8,29.49
260829_162614,19,386.03,6:26,19.1,7.26
260829_162614,20,395.84,6:35,20.9,9.81
260829_162614,21,440.69,7:20,20.5,44.85
260829_162614,22,441.79,7:21,27.2,1.10
260829_162614,23,467.09,7:47,30.5,25.30
260829_162614,24,484.00,8:04,18.8,16.91
260829_162614,25,526.69,8:46,31.1,42.69
260829_162614,26,552.49,9:12,24.6,25.80
260829_162614,27,559.01,9:19,32.0,6.52
260829_162614,28,563.40,9:23,18.5,4.39
260829_162614,29,570.53,9:30,27.8,7.13
260829_162614,30,615.22,10:15,25.4,44.69
260829_162614,31,636.67,10:36,27.9,21.45
260829_162614,32,659.58,10:59,19.2,22.91
260829_171651,1,77.57,1:17,141.7,
260829_171651,2,114.47,1:54,170.8,36.90
260829_171651,3,122.30,2:02,149.7,7.83
260829_171651,4,149.13,2:29,478.2,26.83
260829_171651,5,166.95,2:46,135.5,17.82
260829_171651,6,198.64,3:18,187.2,31.69
260829_171651,7,202.87,3:22,181.1,4.23
260829_171651,8,209.80,3:29,125.4,6.93
260829_171651,9,252.35,4:12,154.9,42.55
260829_171651,10,263.33,4:23,386.0,10.98
260829_171651,11,292.05,4:52,157.1,28.72
260829_171651,12,293.68,4:53,162.6,1.63
260829_171651,13,336.03,5:36,145.0,42.35
260829_171651,14,367.36,6:07,185.0,31.33
260829_171651,15,380.34,6:20,390.2,12.98
260829_171651,16,424.34,7:04,184.0,44.00
260829_171651,17,463.41,7:43,180.2,39.07
260829_171651,18,469.04,7:49,183.6,5.63
260829_171651,19,492.81,8:12,405.5,23.77
260829_171651,20,513.66,8:33,138.3,20.85
260829_171651,21,535.98,8:55,158.6,22.32
260829_171651,22,550.66,9:10,138.1,14.68
260829_171651,23,557.73,9:17,173.0,7.07
260829_171651,24,602.27,10:02,149.8,44.54
260829_171651,25,606.17,10:06,337.1,3.90
260829_171651,26,638.92,10:38,165.7,32.75
260829_171651,27,644.24,10:44,132.3,5.32
260829_213356,1,60.00,1:00,103.3,
260829_213356,2,103.00,1:43,86.4,43.00
260829_213356,3,135.00,2:15,75.8,32.00
260829_213356,4,146.00,2:26,297.0,11.00
260829_213356,5,147.00,2:27,297.0,1.00
260829_213356,6,166.00,2:46,74.1,19.00
260829_213356,7,191.00,3:11,72.1,25.00
260829_213356,8,218.00,3:38,107.3,27.00
260829_213356,9,235.00,3:55,79.2,17.00
260829_213356,10,255.00,4:15,348.3,20.00
260829_213356,11,280.00,4:40,76.9,25.00
260829_213356,12,305.00,5:05,95.8,25.00
260829_213356,13,322.00,5:22,67.6,17.00
260829_213356,14,333.00,5:33,75.3,11.00
260829_213356,15,364.00,6:04,105.8,31.00
260829_213356,16,367.00,6:07,280.2,3.00
260829_213356,17,393.00,6:33,101.4,26.00
260829_213356,18,406.00,6:46,75.4,13.00
260829_213356,19,448.00,7:28,61.1,42.00
260829_213356,20,479.00,7:59,83.6,31.00
260829_213356,21,481.00,8:01,358.2,2.00
260829_213356,22,491.00,8:11,91.4,10.00
260829_213356,23,499.00,8:19,105.3,8.00
260829_213356,24,533.00,8:53,77.4,34.00
260829_213356,25,562.00,9:22,83.5,29.00
260829_213356,26,576.00,9:36,77.9,14.00
260829_213356,27,591.00,9:51,280.5,15.00
260829_213356,28,620.00,10:20,85.6,29.00
260829_213356,29,649.00,10:49,106.8,29.00
260830_034603,1,87.63,1:27,196.0,
260830_034603,2,124.61,2:04,423.2,36.98
260830_034603,3,130.77,2:10,248.0,6.16
260830_034603,4,139.56,2:19,231.0,8.79
260830_034603,5,150.33,2:30,123.9,10.77
260830_034603,6,174.45,2:54,214.7,24.12
260830_034603,7,217.74,3:37,202.7,43.29
260830_034603,8,220.07,3:40,247.3,2.33
260830_034603,9,236.37,3:56,399.2,16.30
260830_034603,10,261.69,4:21,243.6,25.32
260830_034603,11,302.14,5:02,307.3,40.45
260830_034603,12,304.98,5:04,161.6,2.84
260830_034603,13,311.89,5:11,172.3,6.91
260830_034603,14,346.25,5:46,253.9,34.36
260830_034603,15,348.47,5:48,262.9,2.22
260830_034603,16,386.66,6:26,201.6,38.19
260830_034603,17,391.06,6:31,194.0,4.40
260830_034603,18,433.65,7:13,166.0,42.59
260830_034603,19,458.30,7:38,316.9,24.65
260830_034603,20,471.70,7:51,282.2,13.40
260830_034603,21,476.58,7:56,200.3,4.88
260830_034603,22,519.80,8:39,329.2,43.22
260830_034603,23,551.40,9:11,219.8,31.60
260830_034603,24,563.17,9:23,222.9,11.77
260830_034603,25,569.48,9:29,305.7,6.31
260830_034603,26,607.07,10:07,197.7,37.59
260830_034603,27,629.65,10:29,125.0,22.58
260830_034603,28,635.31,10:35,342.0,5.66
260830_034603,29,650.53,10:50,212.3,15.22
260830_094425,1,89.12,1:29,299.6,
260830_094425,2,92.91,1:32,149.6,3.79
260830_094425,3,98.91,1:38,44.7,6.00
260830_094425,4,108.30,1:48,105.9,9.39
260830_094425,5,117.36,1:57,379.8,9.06
260830_094425,6,124.27,2:04,367.0,6.91
260830_094425,7,136.87,2:16,186.7,12.60
260830_094425,8,145.03,2:25,38.0,8.16
260830_094425,9,180.76,3:00,143.1,35.73
260830_094425,10,200.51,3:20,199.3,19.75
260830_094425,11,202.17,3:22,248.2,1.66
260830_094425,12,224.26,3:44,129.9,22.09
260830_094425,13,267.91,4:27,192.5,43.65
260830_094425,14,280.58,4:40,182.8,12.67
260830_094425,15,311.77,5:11,292.6,31.19
260830_094425,16,354.95,5:54,158.3,43.18
260830_094425,17,364.38,6:04,169.1,9.43
260830_094425,18,398.96,6:38,174.0,34.58
260830_094425,19,422.07,7:02,317.2,23.11
260830_094425,20,425.46,7:05,139.4,3.39
260830_094425,21,443.15,7:23,188.2,17.69
260830_094425,22,449.12,7:29,189.7,5.97
260830_094425,23,487.48,8:07,126.7,38.36
260830_094425,24,530.39,8:50,186.8,42.91
260830_094425,25,532.50,8:52,222.2,2.11
260830_094425,26,535.55,8:55,651.2,3.05
260830_094425,27,574.22,9:34,181.1,38.67
260830_094425,28,584.52,9:44,158.3,10.30
260830_094425,29,613.91,10:13,161.8,29.39
260830_094425,30,619.41,10:19,222.2,5.50
260830_094425,31,645.75,10:45,270.8,26.34
260830_154447,1,87.88,1:27,303.9,
260830_154447,2,93.42,1:33,144.0,5.54
260830_154447,3,103.26,1:43,210.0,9.84
260830_154447,4,134.61,2:14,133.9,31.35
260830_154447,5,170.26,2:50,218.9,35.65
260830_154447,6,171.61,2:51,145.8,1.35
260830_154447,7,176.50,2:56,129.8,4.89
260830_154447,8,214.31,3:34,168.8,37.81
260830_154447,9,218.32,3:38,136.9,4.01
260830_154447,10,255.15,4:15,240.8,36.83
260830_154447,11,259.98,4:19,154.1,4.83
260830_154447,12,302.49,5:02,144.7,42.51
260830_154447,13,328.71,5:28,172.2,26.22
260830_154447,14,333.59,5:33,111.1,4.88
260830_154447,15,340.48,5:40,185.1,6.89
260830_154447,16,344.26,5:44,116.2,3.78
260830_154447,17,386.15,6:26,105.4,41.89
260830_154447,18,420.32,7:00,232.8,34.17
260830_154447,19,428.87,7:08,167.8,8.55
260830_154447,20,436.69,7:16,31.7,7.82
260830_154447,21,441.87,7:21,167.3,5.18
260830_154447,22,471.28,7:51,143.5,29.41
260830_154447,23,497.55,8:17,192.6,26.27
260830_154447,24,503.23,8:23,219.0,5.68
260830_154447,25,512.99,8:32,141.6,9.76
260830_154447,26,553.13,9:13,196.0,40.14
260830_154447,27,554.27,9:14,173.7,1.14
260830_154447,28,555.47,9:15,27.9,1.20
260830_154447,29,569.06,9:29,26.9,13.59
260830_154447,30,588.72,9:48,262.1,19.66
260830_154447,31,596.08,9:56,140.5,7.36
260830_154447,32,638.17,10:38,139.3,42.09
260830_154447,33,652.51,10:52,41.3,14.34
260830_215651,1,87.69,1:27,31.9,
260830_215651,2,90.19,1:30,27.1,2.50
260830_215651,3,100.30,1:40,116.7,10.11
260830_215651,4,117.45,1:57,174.0,17.15
260830_215651,5,145.06,2:25,123.2,27.61
260830_215651,6,160.10,2:40,87.1,15.04
260830_215651,7,167.97,2:47,32.6,7.87
260830_215651,8,191.31,3:11,187.1,23.34
260830_215651,9,205.90,3:25,67.9,14.59
260830_215651,10,234.26,3:54,109.9,28.36
260830_215651,11,262.85,4:22,112.7,28.59
260830_215651,12,273.76,4:33,90.3,10.91
260830_215651,13,278.78,4:38,110.9,5.02
260830_215651,14,308.06,5:08,23.5,29.28
260830_215651,15,322.82,5:22,127.0,14.76
260830_215651,16,333.95,5:33,126.0,11.13
260830_215651,17,367.38,6:07,154.0,33.43
260830_215651,18,383.91,6:23,83.0,16.53
260830_215651,19,392.50,6:32,25.1,8.59
260830_215651,20,408.20,6:48,156.3,15.70
260830_215651,21,412.28,6:52,109.2,4.08
260830_215651,22,457.87,7:37,102.0,45.59
260830_215651,23,478.71,7:58,117.6,20.84
260830_215651,24,497.12,8:17,119.6,18.41
260830_215651,25,503.29,8:23,117.1,6.17
260830_215651,26,529.00,8:49,73.4,25.71
260830_215651,27,548.29,9:08,84.7,19.29
260830_215651,28,550.69,9:10,171.0,2.40
260830_215651,29,593.96,9:53,135.5,43.27
260830_215651,30,608.63,10:08,85.6,14.67
260830_215651,31,625.18,10:25,106.5,16.55
260830_215651,32,638.81,10:38,134.2,13.63
260831_001354,1,66.97,1:06,148.8,
260831_001354,2,87.54,1:27,105.6,20.57
260831_001354,3,90.86,1:30,204.4,3.32
260831_001354,4,92.70,1:32,173.2,1.84
260831_001354,5,135.54,2:15,123.0,42.84
260831_001354,6,162.04,2:42,183.6,26.50
260831_001354,7,181.51,3:01,100.2,19.47
260831_001354,8,202.05,3:22,210.5,20.54
260831_001354,9,227.92,3:47,132.5,25.87
260831_001354,10,232.53,3:52,109.4,4.61
260831_001354,11,237.04,3:57,294.4,4.51
260831_001354,12,248.32,4:08,44.2,11.28
260831_001354,13,272.47,4:32,115.0,24.15
260831_001354,14,310.77,5:10,233.2,38.30
260831_001354,15,316.49,5:16,181.8,5.72
260831_001354,16,317.67,5:17,173.3,1.18
260831_001354,17,363.25,6:03,189.4,45.58
260831_001354,18,382.38,6:22,181.5,19.13
260831_001354,19,396.69,6:36,130.2,14.31
260831_001354,20,408.45,6:48,136.3,11.76
260831_001354,21,426.44,7:06,277.2,17.99
260831_001354,22,453.80,7:33,146.6,27.36
260831_001354,23,457.69,7:37,202.2,3.89
260831_001354,24,499.59,8:19,155.8,41.90
260831_001354,25,530.69,8:50,221.7,31.10
260831_001354,26,540.18,9:00,208.7,9.49
260831_001354,27,545.86,9:05,156.8,5.68
260831_001354,28,560.02,9:20,150.1,14.16
260831_001354,29,591.13,9:51,143.0,31.11
260831_001354,30,602.93,10:02,178.6,11.80
260831_001354,31,637.05,10:37,115.6,34.12
260831_001354,32,650.30,10:50,311.5,13.25
260831_094300,1,83.86,1:23,85.1,
260831_094300,2,87.33,1:27,45.3,3.47
260831_094300,3,97.41,1:37,338.2,10.08
260831_094300,4,113.76,1:53,159.8,16.35
260831_094300,5,127.39,2:07,76.7,13.63
260831_094300,6,136.65,2:16,40.1,9.26
260831_094300,7,169.89,2:49,266.1,33.24
260831_094300,8,180.83,3:00,41.8,10.94
260831_094300,9,208.63,3:28,93.1,27.80
260831_094300,10,214.84,3:34,86.6,6.21
260831_094300,11,216.02,3:36,208.8,1.18
260831_094300,12,223.31,3:43,39.8,7.29
260831_094300,13,243.75,4:03,160.6,20.44
260831_094300,14,260.21,4:20,106.7,16.46
260831_094300,15,271.75,4:31,32.9,11.54
260831_094300,16,303.79,5:03,106.1,32.04
260831_094300,17,316.11,5:16,222.2,12.32
260831_094300,18,321.93,5:21,215.3,5.82
260831_094300,19,346.97,5:46,95.3,25.04
260831_094300,20,365.27,6:05,38.6,18.30
260831_094300,21,370.89,6:10,121.9,5.62
260831_094300,22,391.28,6:31,185.4,20.39
260831_094300,23,413.14,6:53,45.8,21.86
260831_094300,24,424.56,7:04,284.8,11.42
260831_094300,25,433.51,7:13,90.7,8.95
260831_094300,26,467.81,7:47,47.9,34.30
260831_094300,27,471.03,7:51,248.6,3.22
260831_094300,28,477.17,7:57,71.6,6.14
260831_094300,29,512.66,8:32,45.4,35.49
260831_094300,30,520.78,8:40,84.6,8.12
260831_094300,31,529.59,8:49,184.3,8.81
260831_094300,32,533.27,8:53,139.6,3.68
260831_094300,33,550.43,9:10,220.2,17.16
260831_094300,34,561.67,9:21,36.9,11.24
260831_094300,35,564.13,9:24,92.9,2.46
260831_094300,36,608.33,10:08,90.4,44.20
260831_094300,37,619.35,10:19,55.9,11.02
260831_094300,38,626.35,10:26,192.3,7.00
260831_094300,39,637.21,10:37,229.9,10.86
260831_094300,40,652.20,10:52,93.9,14.99
260831_141640,1,63.00,1:03,33.7,
260831_141640,2,65.00,1:05,98.1,2.00
260831_141640,3,66.00,1:06,98.1,1.00
260831_141640,4,71.00,1:11,141.8,5.00
260831_141640,5,90.00,1:30,32.6,19.00
260831_141640,6,100.00,1:40,157.1,10.00
260831_141640,7,107.00,1:47,125.6,7.00
260831_141640,8,114.00,1:54,154.3,7.00
260831_141640,9,118.00,1:58,34.1,4.00
260831_141640,10,141.00,2:21,218.6,23.00
260831_141640,11,145.00,2:25,38.7,4.00
260831_141640,12,149.00,2:29,108.9,4.00
260831_141640,13,152.00,2:32,14.3,3.00
260831_141640,14,171.00,2:51,54.8,19.00
260831_141640,15,191.00,3:11,129.7,20.00
260831_141640,16,197.00,3:17,32.1,6.00
260831_141640,17,200.00,3:20,183.3,3.00
260831_141640,18,211.00,3:31,220.6,11.00
260831_141640,19,218.00,3:38,21.3,7.00
260831_141640,20,225.00,3:45,35.4,7.00
260831_141640,21,233.00,3:53,108.0,8.00
260831_141640,22,253.00,4:13,45.7,20.00
260831_141640,23,264.00,4:24,2.1,11.00
260831_141640,24,275.00,4:35,178.7,11.00
260831_141640,25,277.00,4:37,155.6,2.00
260831_141640,26,282.00,4:42,40.7,5.00
260831_141640,27,299.00,4:59,171.1,17.00
260831_141640,28,310.00,5:10,36.6,11.00
260831_141640,29,316.00,5:16,105.3,6.00
260831_141640,30,336.00,5:36,42.8,20.00
260831_141640,31,339.00,5:39,29.8,3.00
260831_141640,32,347.00,5:47,266.7,8.00
260831_141640,33,358.00,5:58,92.4,11.00
260831_141640,34,369.00,6:09,38.6,11.00
260831_141640,35,388.00,6:28,18.3,19.00
260831_141640,36,398.00,6:38,140.1,10.00
260831_141640,37,401.00,6:41,104.8,3.00
260831_141640,38,417.00,6:57,194.1,16.00
260831_141640,39,428.00,7:08,73.4,11.00
260831_141640,40,437.00,7:17,15.3,9.00
260831_141640,41,442.00,7:22,126.2,5.00
260831_141640,42,456.00,7:36,38.3,14.00
260831_141640,43,484.00,8:04,233.9,28.00
260831_141640,44,499.00,8:19,126.8,15.00
260831_141640,45,513.00,8:33,39.9,14.00
260831_141640,46,526.00,8:46,138.7,13.00
260831_141640,47,543.00,9:03,47.0,17.00
260831_141640,48,552.00,9:12,151.4,9.00
260831_141640,49,567.00,9:27,16.6,15.00
260831_141640,50,568.00,9:28,114.8,1.00
260831_141640,51,572.00,9:32,126.6,4.00
260831_141640,52,573.00,9:33,126.6,1.00
260831_141640,53,597.00,9:57,180.3,24.00
260831_141640,54,602.00,10:02,43.1,5.00
260831_141640,55,610.00,10:10,115.8,8.00
260831_141640,56,617.00,10:17,59.5,7.00
260831_141640,57,622.00,10:22,197.6,5.00
260831_141640,58,633.00,10:33,44.6,11.00
